Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Feature 20,Feature 21,Feature 22,Feature 23,Feature 24,Feature 25,Feature 26,Feature 27,Feature 28,Feature 29,Feature 30,Feature 31,Feature 32,Feature 33,Feature 34,Feature 35,Feature 36,Feature 37,Feature 38,Feature 39,Feature 40,Feature 41,Feature 42,Feature 43,Feature 44,Feature 45,Feature 46,Feature 47,Feature 48,Feature 49,Feature 50,Feature 51,Feature 52,Feature 53,Feature 54,Feature 55,Feature 56,Feature 57,Feature 58,Feature 59,Feature 60,Feature 61,Feature 62,Feature 63,Feature 64,Feature 65,Feature 66,Feature 67,Feature 68,Feature 69,Feature 70,Feature 71,Feature 72,Feature 73,Feature 74,Feature 75,Feature 76,Feature 77,Feature 78,Feature 79,Feature 80,Feature 81,Feature 82,Feature 83,Feature 84,Feature 85,Feature 86,Feature 87,Feature 88,Feature 89,Feature 90,Feature 91,Feature 92,Feature 93,Feature 94,Feature 95,Feature 96,Feature 97,Feature 98,Feature 99,Feature 100,Target
-347.488098,103.700829,61.265579,40.421505,30.945971,20.517321,16.892773,17.903782,14.436783,11.0571,12.066626,11.490719,7.774754,6.45678,6.849115,5.435159,4.109844,4.12036,3.290098,2.69763,3.639531,4.0736,3.348574,3.103842,3.129639,2.880297,2.809973,2.943367,2.784256,2.635987,2.510707,2.128011,1.766706,1.687716,1.315724,0.868769,0.857353,0.931718,0.817795,0.904106,0.923972,0.71446,0.722466,1.074345,1.189177,1.00003,0.914187,0.976477,0.834662,0.660112,0.601909,0.522646,0.483796,0.636223,0.731368,0.680898,0.487452,0.235813,0.141474,0.233088,0.263488,0.252805,0.250708,0.271592,0.299431,0.199697,-0.112757,-0.342923,-0.264891,-0.020865,0.11557,0.154753,0.190664,0.193024,0.144875,0.152414,0.197777,0.233628,0.240724,0.186035,0.073165,0.025095,0.053494,0.089278,0.096008,0.038527,-0.06054,-0.027486,0.11792,0.153334,0.096088,0.124884,0.191833,0.252849,0.316743,0.231667,-0.021637,-0.175252,-0.148857,-0.076941,COPD
-266.665283,83.642487,25.499571,39.647732,14.126174,22.686634,14.773974,10.025965,8.799582,15.290957,6.493611,11.567073,2.388765,7.723766,5.887778,6.134464,2.002768,6.911636,1.123955,5.894278,1.46563,2.784842,0.989372,5.367738,1.048491,3.33988,0.151769,3.017693,0.723593,4.115129,1.300096,5.374911,1.489487,3.916369,0.073484,1.406081,-1.621937,1.47908,-0.41323,2.098599,0.592105,2.490479,0.012553,2.721486,0.042133,1.914945,1.525445,2.942904,1.192853,1.993024,-0.081945,1.604741,0.126377,1.872162,0.358113,0.963301,0.291224,1.616474,-0.216668,0.840135,0.581384,2.359476,2.047264,2.052742,0.503102,-0.125819,-3.35498,-4.325453,-4.058484,-2.472215,-1.264385,0.440762,0.83646,0.799882,-1.15474,-1.476082,-0.201272,0.990992,0.158827,-0.215965,-0.687904,0.074028,0.355085,0.510528,0.24004,-0.348852,-0.064232,1.160657,1.545181,0.793278,0.152743,-0.136957,0.226042,1.13336,1.47492,0.563155,-0.286176,-0.669683,-0.515887,-0.308472,COPD
-306.708832,80.546875,26.875578,30.100775,16.614372,20.652512,9.230266,12.987943,3.668805,14.278205,5.29371,10.724027,0.539192,7.836969,2.027385,7.323303,0.164401,5.661945,0.088628,5.08766,-0.755453,3.956304,-0.952765,4.813418,1.113306,3.538754,-0.887175,2.932358,-0.959817,4.398434,1.496485,5.89017,0.741136,4.819779,-0.308302,2.984175,-2.391096,2.122377,-1.104089,4.03946,0.383576,3.24009,-0.631805,3.871618,0.639485,2.907747,0.712699,4.039989,1.908691,3.681064,-0.073705,1.462425,0.245835,4.067026,0.726684,2.680969,-0.149044,2.96874,0.452951,1.898953,0.765454,3.949889,2.314614,3.673977,0.8802,0.227972,-3.824094,-4.124687,-5.559108,-2.208775,-1.820535,0.969072,0.885553,1.763717,-1.395514,-0.506344,-0.342049,1.524442,0.122171,0.220107,-0.847278,0.578256,0.210655,1.405667,0.152519,-0.003803,-0.258958,1.840419,1.507795,1.41654,-0.150594,-0.076903,0.352659,1.754584,1.307404,0.771724,-0.4162,-0.403082,-0.847576,0.30126,COPD
-365.687317,131.087036,54.772926,23.937489,18.531166,21.789175,23.044006,20.78154,16.021833,12.708637,10.508891,9.885054,8.496093,6.792486,7.946129,9.338245,9.46207,9.210909,7.220888,6.005832,5.778502,4.840425,3.231208,2.039345,1.435273,1.618212,2.093062,1.927802,1.971145,2.456041,2.715097,2.414465,1.678135,1.38438,1.356501,1.354362,1.186513,1.048396,0.998263,0.938583,0.974684,1.029622,1.085509,1.097411,0.867859,0.669873,0.637816,0.688795,0.571896,0.50634,0.543901,0.288582,0.127259,0.308774,0.346979,0.216544,0.291741,0.182881,0.038139,0.21188,0.255753,0.248099,0.480789,0.722157,0.680364,0.378001,-0.202704,-0.669111,-0.629213,-0.259384,0.17303,0.278128,0.216832,0.222086,0.142261,-0.011666,0.129109,0.190397,0.137553,0.071725,-0.034911,-0.06107,0.157067,0.400119,0.323126,0.121681,0.027146,0.143987,0.396864,0.405656,0.238265,0.004739,0.072737,0.372428,0.328628,0.037491,-0.087414,0.044323,0.115934,-0.01783,COPD
-556.965698,106.232147,53.578678,35.09605,36.988766,34.327862,27.001753,19.385113,14.725286,15.050752,15.101245,11.43455,8.448806,8.2318,7.558693,5.96422,5.420108,4.686286,3.55248,3.550087,4.061409,4.304312,3.615105,1.819991,0.74991,1.86912,3.103341,1.869331,-0.138416,-0.356786,0.977158,2.000565,1.105441,-0.457693,-0.144652,1.084419,0.859026,-0.06319,-0.307113,0.002525,0.378824,0.141816,-0.346865,-0.181471,0.358608,0.420763,-0.105699,-0.272709,0.008595,-0.011738,-0.121538,-0.116496,-0.041481,0.155759,0.08069,-0.235844,-0.113246,0.331911,0.294748,-0.113885,-0.172227,0.11943,0.221193,0.066155,-0.05995,-0.03975,0.069146,-0.024658,-0.293769,-0.408231,-0.22492,-0.052742,-0.282537,-0.485334,-0.323061,-0.215625,-0.235922,-0.119086,-0.033547,0.040485,0.095361,-0.225408,-0.489832,-0.267016,-0.034989,-0.158428,-0.261113,-0.086024,-0.022377,-0.133859,-0.200769,-0.263457,-0.193665,0.028363,-0.075503,-0.38454,-0.294548,-0.075005,-0.092188,-0.2291,COPD
-396.916473,43.364506,27.923223,21.607298,20.929243,18.665911,14.847359,11.286505,10.030054,12.047235,13.011714,10.047629,6.465046,5.262703,5.166142,4.452064,3.172518,1.815609,1.234866,2.021354,3.122589,3.234559,2.359131,1.326826,0.810442,1.068364,1.471014,1.123021,0.385659,0.245777,0.901746,1.549691,1.459497,0.773331,0.417132,0.77319,1.081618,0.70685,0.194437,0.333929,0.827339,1.03484,0.936412,0.835517,0.9083,1.09645,1.161714,0.966416,0.813862,0.859325,0.786569,0.649941,0.717101,0.83229,0.660047,0.390994,0.377455,0.485126,0.531264,0.476345,0.406382,0.414175,0.465824,0.391804,0.045014,-0.345948,-0.560344,-0.697747,-0.791871,-0.779826,-0.650258,-0.449147,-0.235404,-0.11843,-0.125534,-0.1019,-0.011911,0.058457,0.087305,0.134191,0.144769,0.051546,-0.030165,-0.001592,0.057973,0.086987,0.118115,0.13317,0.145189,0.231687,0.342223,0.381657,0.389328,0.400035,0.373527,0.308943,0.265651,0.219371,0.167047,0.142767,COPD
-481.790344,91.90696,30.468815,33.266365,17.984533,28.716902,17.729706,19.753384,6.219012,14.418952,8.640631,13.662284,5.191909,8.683969,3.432772,6.310219,2.518157,5.963795,-0.481343,5.647215,-0.312873,6.092264,0.192794,2.752827,-1.539961,3.285099,0.178253,3.454769,-1.87824,1.665169,-1.474263,3.197664,-0.829516,2.36387,-2.071581,2.249162,-1.627119,1.871256,-1.802568,0.767949,-1.265735,1.147763,-1.424075,1.393343,-1.279688,1.28214,-1.571672,1.032666,-1.612846,0.728841,-1.547274,1.031195,-1.303824,1.072348,-1.195043,0.488956,-1.373242,0.645544,-1.024278,0.804234,-1.113391,0.567145,-0.843385,0.793213,-0.608874,0.49234,-0.77118,0.108531,-1.023939,0.390483,-0.65938,0.437063,-0.553958,0.177687,-0.727396,0.473099,-0.730472,0.198998,-0.524772,0.343132,-0.319523,0.104612,-0.603934,0.115814,-0.342265,0.205535,-0.535903,0.187262,-0.252434,0.347611,-0.180504,0.127768,-0.298207,0.255904,-0.053581,0.109612,-0.331193,0.105994,-0.351653,0.097364,COPD
-450.582703,92.880493,69.027687,46.01152,32.056393,26.429148,24.334925,22.270447,19.27314,15.831035,12.654671,10.131449,8.303082,7.154626,6.608525,6.450662,6.383595,6.164197,5.665207,4.845435,3.796893,2.77834,2.022354,1.598367,1.442061,1.486487,1.683111,1.950241,2.178053,2.293896,2.23672,1.972291,1.610566,1.341978,1.204843,1.113263,1.079597,1.190962,1.368924,1.400513,1.22499,1.033097,0.983254,1.014633,0.987215,0.895739,0.848814,0.887041,0.943312,0.94735,0.892862,0.814212,0.742731,0.673559,0.589946,0.49379,0.442907,0.47595,0.523403,0.502568,0.462912,0.498181,0.609073,0.66276,0.507801,0.144359,-0.238797,-0.414026,-0.304978,-0.022867,0.239227,0.359287,0.340751,0.262417,0.203033,0.203423,0.256157,0.311486,0.311275,0.220744,0.099324,0.05908,0.13453,0.208277,0.144472,-0.022955,-0.108093,-0.028651,0.084007,0.076929,-0.034528,-0.103348,-0.051998,0.038158,0.033426,-0.069037,-0.12899,-0.085524,-0.04997,-0.096904,COPD
-482.561188,112.22467,47.272686,38.781307,29.553251,26.125225,20.606062,16.852283,15.18225,15.306548,14.025113,12.153968,9.689054,8.367463,8.373854,7.981004,6.468549,5.998519,6.2017,6.045794,4.826456,3.021433,2.256223,2.738633,3.121929,2.865899,2.82807,2.962592,2.548522,2.177419,2.030656,1.508989,0.601798,0.704274,1.709417,2.189996,1.158252,0.324072,0.939225,1.196337,0.18631,-0.468367,0.427537,1.373017,1.251284,0.704048,0.710627,0.529881,0.02611,-0.106483,0.374238,0.331461,-0.338251,-0.161708,0.232952,-0.034189,-0.440447,-0.846082,-0.659458,-0.065511,0.563111,1.459653,2.874402,4.103473,2.965268,-0.373372,-3.838775,-6.117869,-5.328904,-1.834496,1.335275,2.82314,2.224846,0.790357,-0.02752,-0.830023,-0.454353,0.634049,0.994078,0.393904,-0.933749,-1.33911,0.579535,2.116651,0.532206,-1.078504,-0.94605,0.215519,1.535092,1.596307,0.325604,-0.758109,-0.254768,1.569279,1.835895,0.112624,-1.088688,-0.565101,1.13692,1.110882,COPD
-217.618988,92.81897,13.061295,41.616276,14.030978,23.788649,28.40398,15.346398,-0.754867,18.195107,12.082293,12.376866,7.406647,9.365989,7.21202,9.305329,4.819895,4.968455,-0.338448,3.437539,-0.121948,4.824115,5.118144,1.697089,1.065325,3.815431,1.898798,3.759238,-0.493322,1.401563,-2.102005,2.183676,0.492834,1.693745,-0.887266,2.166199,0.211226,0.409207,-0.395854,0.738366,-0.016938,1.290097,-1.754366,0.929858,0.021695,-1.435522,0.973257,-0.454504,-0.901398,1.01347,-0.476703,0.3637,-1.273151,0.399393,-1.13367,0.52408,-0.340918,0.156182,-0.272386,0.291576,-0.708672,-0.763591,0.310684,-1.015448,-0.197606,0.325447,-0.162157,-1.199757,0.383118,-0.907586,0.22244,0.164714,-0.408833,-0.148967,-0.036628,0.221872,-0.583262,-0.228193,-0.026979,-0.477617,0.076263,0.291328,-0.426192,-0.476342,0.961421,-0.837901,-0.051598,-0.091508,0.138621,-0.580915,0.727495,-0.628295,0.404906,-0.013874,0.572,-0.366039,0.181933,0.105964,-0.693501,0.360085,COPD
-347.101807,87.932549,44.863907,32.144268,29.241123,20.895124,17.618351,14.051577,4.785388,5.683114,17.571033,19.420416,11.045346,8.586164,8.815219,4.480567,2.871261,5.363149,3.575631,-0.260258,1.71104,5.90386,4.955996,1.697682,1.957651,4.187603,4.546653,2.795442,0.816292,-0.113556,0.272845,1.662765,2.423254,1.429221,0.619545,1.625506,2.296667,1.024037,0.17528,1.189727,1.594353,0.429254,0.232829,1.045834,0.692139,0.266674,1.085638,1.227299,0.486007,0.800592,1.400029,0.707997,0.11234,0.586182,0.695096,0.206191,0.329454,0.746375,0.495985,0.115917,0.238996,0.404383,0.234746,0.061958,0.106839,0.108356,-0.025393,-0.042006,0.037486,0.093379,0.137287,0.134309,0.032723,-0.103791,-0.067115,0.125029,0.124777,-0.072945,-0.145117,-0.044868,-0.022798,-0.077442,-0.002994,0.134305,0.096668,-0.033074,-0.051116,-0.040507,0.028863,0.143462,0.101209,-0.042783,-0.074336,0.037824,0.101103,-0.019691,-0.077875,-0.08228,-0.186017,-0.213686,COPD
-364.510956,95.038086,69.773331,46.046085,31.36944,24.322361,20.802412,18.709354,17.139042,15.54898,13.737438,11.972815,10.446038,9.114079,7.830244,6.681108,5.836922,5.363516,5.083812,4.844255,4.547787,4.194791,3.803088,3.418949,3.042413,2.740081,2.611765,2.683522,2.730621,2.526952,2.161804,1.921853,1.836634,1.685716,1.408027,1.244668,1.312935,1.458556,1.465819,1.349107,1.261921,1.285545,1.323785,1.283673,1.210966,1.193646,1.193536,1.15356,1.088079,1.03058,0.965169,0.917523,0.936199,0.981443,0.976273,0.906268,0.793601,0.688784,0.66385,0.725755,0.779202,0.749702,0.670136,0.633739,0.698757,0.750463,0.602275,0.280482,0.069727,0.152992,0.410916,0.593485,0.559716,0.385866,0.275218,0.329152,0.456802,0.511034,0.4803,0.415328,0.355305,0.339659,0.424815,0.547018,0.550128,0.394936,0.270905,0.357553,0.527848,0.511325,0.301526,0.177065,0.288757,0.45039,0.405682,0.170104,-0.003856,0.02743,0.133291,0.138314,COPD
-300.505432,99.956062,40.928719,45.447063,24.985422,27.971666,18.742195,16.128668,10.107086,14.92893,7.714769,13.81708,8.072841,9.867158,6.30247,9.125205,3.701151,7.397937,1.798662,4.215659,0.365884,3.754658,-0.094248,3.475276,-0.37994,3.229874,0.464557,3.513805,0.722425,3.867218,0.237836,3.302384,1.294886,3.573419,-0.019502,2.24514,-0.247666,2.154922,-0.023389,2.231245,0.292773,2.555298,1.34908,3.313998,0.76098,3.124134,1.949343,2.743956,1.071321,2.275591,0.388313,1.782268,-0.095826,0.709035,0.048032,1.163537,0.656795,2.077664,0.822324,1.936686,1.630761,2.156871,0.418034,-0.632556,-3.152691,-4.312283,-7.338828,-9.097651,-9.974453,-8.52161,-6.541299,-3.995419,-3.623341,-3.241275,-3.073222,-1.936602,-0.873202,-0.383357,-1.080292,-1.259658,-1.49839,-1.121355,-0.65227,-0.141756,-0.280091,-0.829905,-0.630241,0.123418,0.9367,0.936369,0.136872,-0.348337,0.16479,0.819287,0.829637,0.012284,-0.501862,-0.755772,-0.389104,-0.169854,COPD
-510.109528,78.447784,31.800123,31.122902,16.315575,21.62191,8.244008,13.361019,2.755227,12.212108,3.519924,11.353051,4.169543,9.12945,3.569915,7.438811,2.680347,5.824724,0.395836,4.667872,-0.481505,4.378199,-0.26875,4.480802,-0.179299,3.698455,-0.506677,4.763199,0.945427,4.533222,-0.034138,4.450671,0.620135,4.828882,-0.57533,3.936914,-0.787787,3.937304,-0.598491,3.640847,-0.132089,3.723597,1.195208,3.610599,0.790467,3.499514,1.81696,3.615712,0.941059,3.256649,0.928917,3.014533,0.024217,2.893283,0.041168,2.791326,0.666328,2.9999,0.274428,3.351352,1.73513,4.070887,1.157343,2.302786,-0.446303,0.508238,-2.473572,-2.679228,-4.731107,-2.063206,-1.608963,1.017406,-0.147499,0.23107,-1.074055,0.812156,0.473764,1.906902,0.054771,0.338517,-0.812471,0.430405,-0.23118,1.501248,0.056853,0.211009,-0.582647,0.817783,1.268255,1.820604,0.262886,-0.162182,0.394061,1.746576,1.343444,0.590192,-0.500358,-0.083425,-0.008062,0.795234,COPD
-218.637985,89.264473,8.423808,39.467899,12.924875,27.083542,28.103598,15.621347,-1.796028,17.838083,17.297075,11.479287,7.960918,9.608424,6.994433,8.701799,3.907443,6.113442,-0.229444,6.387883,0.084849,4.21531,5.834123,1.227336,2.367638,5.569584,2.533241,3.855994,-1.240249,1.884806,-1.909615,3.248297,0.580774,2.287786,-0.856995,2.269157,1.924149,0.402817,-0.336501,0.921053,-0.00809,1.676236,-2.016942,1.283417,0.505085,-0.256016,0.384248,0.385667,-0.794978,0.915668,0.117705,0.144691,-0.367832,0.104702,-0.521822,0.832634,0.306657,0.561709,-0.277181,0.390097,-0.329861,-0.518509,0.540802,-0.567217,-0.585209,0.616536,-0.05784,-1.278146,0.358528,-0.493189,0.043519,0.738758,-0.70853,-0.204372,0.678695,-0.344879,0.468646,-0.199049,-0.05448,-0.125318,0.192644,0.028211,0.335662,-0.232085,0.796524,-0.096241,-0.066287,0.180812,0.38256,-0.531484,0.644421,-0.300264,0.401156,0.29662,0.480612,-0.282367,0.172649,-0.056721,-0.157027,0.177704,COPD
-359.670776,97.820358,69.283119,43.196152,28.435923,22.819393,20.59376,18.873491,16.944609,14.789021,12.43092,10.264925,8.595536,7.48764,6.573583,5.629097,4.777817,4.414561,4.524004,4.758219,4.728212,4.452384,4.038651,3.622764,3.220471,2.988507,2.996318,3.150228,3.154919,2.917179,2.497156,2.047516,1.642909,1.405832,1.363247,1.448229,1.487384,1.463352,1.411522,1.389112,1.366652,1.330806,1.190322,0.935049,0.701082,0.66287,0.768256,0.865798,0.857238,0.782319,0.718424,0.734744,0.777363,0.768388,0.735442,0.774593,0.831762,0.788658,0.661672,0.572215,0.569092,0.608571,0.612234,0.558521,0.491051,0.397177,0.15548,-0.160406,-0.229907,0.089836,0.517606,0.697518,0.577351,0.355437,0.228534,0.245294,0.318523,0.336653,0.297377,0.265055,0.269104,0.28825,0.328146,0.370902,0.361446,0.275351,0.208106,0.244014,0.349994,0.358732,0.204936,0.050693,0.100494,0.280545,0.33424,0.175474,-0.000879,-0.029633,0.030031,0.045354,COPD
-306.016388,102.846016,44.047531,42.881771,28.470993,27.052263,18.822252,17.897989,12.84378,14.62843,11.824542,12.741442,8.17632,8.81142,6.252512,7.664583,5.508129,6.630779,3.749487,4.012953,1.856835,3.070536,1.411569,2.300684,0.528529,1.800566,0.848347,2.278128,1.389527,2.486876,1.902341,3.145308,2.211495,2.125049,0.21903,0.905268,0.252415,0.911318,0.405308,1.604445,1.390164,2.266922,2.143317,2.12669,1.280143,2.302657,2.186338,1.778514,1.176784,0.97318,0.796173,1.060543,1.041345,0.953629,1.016181,1.005706,1.488024,1.139252,0.728208,1.022581,1.745071,2.025525,1.327006,-0.158671,-1.904213,-4.227211,-6.649382,-9.147041,-8.892039,-7.481606,-4.870729,-3.083216,-2.11905,-2.615016,-2.651124,-2.301944,-0.89393,-0.640557,-0.634694,-1.129242,-0.471128,-0.252237,0.036319,-0.126516,0.014763,-0.752155,-0.259172,0.05355,0.926417,0.857916,0.38936,-0.365513,0.386329,0.947078,1.1935,0.236312,-0.515932,-1.027078,-0.513429,-0.411606,COPD
-509.373322,78.321945,32.350788,30.265188,15.66815,22.609684,8.270471,14.852269,4.156898,12.978667,4.733635,11.522594,3.395609,8.60597,2.809801,7.804378,2.444642,6.148913,1.348818,5.460582,-0.036976,4.648801,0.033831,4.379106,0.173577,3.865669,0.178283,4.270265,0.76291,4.502841,0.45949,5.227766,0.721834,5.064005,-1.163626,3.634482,-0.996527,3.424881,-0.518884,3.876213,0.610056,4.159966,1.566034,4.000504,1.528516,4.041789,1.768126,2.937324,0.755285,2.808822,0.728276,2.885136,0.578437,3.452147,0.765009,3.504309,0.892582,3.232347,-0.003712,3.029044,1.261461,3.842484,1.598407,2.770672,0.512769,0.409375,-2.621765,-3.352857,-4.857335,-2.271188,-1.050232,1.352931,0.315443,0.677824,-1.501525,0.078092,0.081346,1.695583,-0.072595,0.566979,-0.194955,0.911381,0.347903,1.368393,0.299172,-0.174112,-0.491035,0.592496,1.163817,1.448043,0.600482,0.143156,0.628337,1.638695,1.707334,1.016767,-0.378411,-0.003154,-0.291972,0.69841,COPD
-207.766998,84.914757,10.672409,43.752121,6.022964,28.342739,29.314949,12.067179,0.367353,18.666862,11.792289,13.63697,8.761091,7.435183,7.473971,8.309886,3.324351,7.104944,-0.145867,5.775406,-0.817989,5.133552,5.660958,2.253463,3.201315,4.796485,2.965849,4.952403,-0.555888,2.708706,-2.207406,3.07097,0.289278,2.639804,-1.255956,2.011477,0.861296,0.700986,0.225957,0.476717,-0.063632,2.009374,-2.432347,0.934092,-0.29147,-0.542577,0.803998,0.510988,-0.538436,1.437279,-0.190318,0.56127,-0.648799,0.961911,-1.2119,0.777095,-0.499293,0.451586,-0.434953,0.684543,0.211021,-0.557877,0.471492,-0.254241,-0.517584,0.638553,-0.15221,-0.874451,-0.017615,-0.22297,-0.144804,0.849666,-0.800589,-0.301571,0.680293,-0.275412,0.300198,0.041102,-0.159697,0.222079,0.071443,0.154274,0.231254,-0.478922,0.608992,-0.285227,-0.102713,-0.061679,0.572366,-0.852131,0.624483,-0.10502,0.149942,0.318218,0.240384,-0.088509,0.054842,-0.061134,-0.308855,-0.035489,COPD
-364.549164,93.260933,67.87574,44.607426,30.764963,24.381096,21.026388,18.793428,17.015083,15.312704,13.382645,11.440446,9.722758,8.388406,7.237224,6.231235,5.403533,4.892305,4.624331,4.577527,4.525817,4.279396,3.750074,3.212841,2.845222,2.714488,2.660655,2.605966,2.468343,2.31291,2.139052,2.01322,1.899784,1.803766,1.662632,1.513895,1.368777,1.286061,1.226556,1.195355,1.170343,1.191297,1.2078,1.184441,1.059419,0.921443,0.878544,0.974601,1.064838,1.078928,1.025959,0.959484,0.861624,0.739097,0.605651,0.527616,0.527299,0.602949,0.710472,0.814585,0.866357,0.871695,0.851795,0.799056,0.656823,0.437606,0.19479,-0.020301,-0.107517,0.080534,0.489728,0.816718,0.8162,0.57379,0.364235,0.351844,0.454497,0.490898,0.41701,0.344647,0.362867,0.443821,0.500838,0.46219,0.322259,0.183714,0.179435,0.309672,0.441524,0.459123,0.368313,0.280024,0.32696,0.475634,0.516125,0.33237,0.084196,-0.029791,-0.004656,0.067335,COPD
-304.17807,103.672348,42.841331,43.481876,26.251558,25.81893,16.91938,17.610764,10.620369,15.185057,11.542614,13.817323,8.193604,10.373176,5.805,8.588453,4.859963,6.781076,2.576091,4.703133,1.401666,4.077316,1.342227,3.035797,-0.391562,2.6302,0.523452,2.592001,0.505825,2.911923,0.746785,3.165092,1.284967,2.586992,-0.430668,1.377285,-0.055622,1.572941,0.476041,2.501378,1.453379,2.842401,1.777553,2.66068,1.143016,2.394462,1.573295,2.253544,1.456166,2.21985,1.361435,1.483356,0.298039,0.488272,-0.066877,0.526035,0.093563,0.195312,0.484083,1.453611,1.922716,2.664589,2.170356,0.459772,-2.024771,-4.652512,-7.538444,-9.65624,-9.602027,-8.253041,-5.255746,-2.944953,-1.530582,-1.757435,-1.880819,-1.988069,-0.818699,-0.942599,-1.088901,-1.759489,-0.99692,-0.874291,-0.230519,-0.098358,0.115381,-0.857809,-0.339043,-0.155849,0.846362,0.235588,0.189943,-0.411773,0.424551,0.872891,1.447684,0.185245,-0.26051,-0.940479,-0.12088,-0.26043,COPD
-506.025452,77.401993,34.742668,28.796461,15.620527,22.225695,6.792996,14.340802,3.24352,13.523183,5.318658,12.400265,3.845775,8.522346,3.483089,7.098133,2.159631,5.884328,0.592613,5.543953,-0.081392,5.564601,0.570383,5.175687,-0.019726,4.311344,0.149694,4.612747,0.119488,4.357589,0.567107,4.883656,0.581436,4.810951,-0.611658,3.459235,-1.165529,3.473084,-0.156226,4.034254,0.429212,4.182937,0.469458,3.695014,1.32019,3.472533,1.225775,3.050657,1.553765,3.48513,1.307467,3.323623,-0.079833,3.231195,-0.110412,3.139224,-0.314809,2.140508,-0.464952,2.638672,1.702873,4.20908,2.319335,2.955379,0.376431,0.320861,-3.136117,-3.566803,-5.192878,-2.096099,-1.624608,1.629035,0.585063,1.399755,-0.873896,0.574224,0.240457,1.685004,-0.321209,0.185118,-0.631286,0.522056,0.136014,1.076052,0.210371,0.005966,-0.571599,0.725519,1.150533,0.961252,0.378989,0.362062,0.640538,1.755557,1.534746,0.779105,-0.449622,-0.040894,-0.108614,0.590721,COPD
-439.810028,80.088287,55.902676,36.174667,28.584084,26.721544,22.661943,16.587034,13.404841,13.779936,13.735866,10.921383,7.70604,6.873852,7.77118,7.824472,6.5288,5.534072,5.862398,6.477747,6.158025,5.131963,4.541865,4.731231,5.081491,5.012736,4.719966,4.609486,4.673586,4.512485,3.973461,3.344355,3.028845,3.055361,3.125767,2.969029,2.63259,2.319451,2.131898,1.986156,1.806254,1.630456,1.541038,1.527113,1.507093,1.428056,1.307827,1.181904,1.077887,1.017751,1.00908,1.011611,0.979272,0.923087,0.901683,0.927659,0.942029,0.912562,0.892202,0.936672,1.001602,0.989454,0.881143,0.76335,0.708472,0.704959,0.702154,0.687899,0.677987,0.67389,0.657334,0.628297,0.592373,0.544061,0.467019,0.377431,0.320574,0.325469,0.356015,0.348152,0.283334,0.222136,0.225297,0.270383,0.272013,0.204422,0.149807,0.195626,0.303382,0.350677,0.283354,0.181355,0.151537,0.201254,0.248539,0.224885,0.128681,0.009492,-0.070485,-0.065539,URTI
-461.17926,43.659859,38.209915,31.753881,26.362978,22.902288,20.924929,19.430807,17.736456,15.799941,13.991778,12.595092,11.616615,10.927359,10.304049,9.531443,8.5647,7.510158,6.56578,5.890689,5.429977,4.945043,4.204878,3.24207,2.400437,1.987994,2.023194,2.286567,2.468997,2.410266,2.204319,2.0381,2.011309,2.069088,2.104297,2.087326,2.030798,1.951635,1.877053,1.824857,1.826849,1.910925,2.040316,2.14096,2.163041,2.124965,2.096471,2.108462,2.132846,2.120674,2.030724,1.888486,1.773377,1.725862,1.723597,1.717196,1.676597,1.609018,1.529708,1.453068,1.390263,1.34103,1.308031,1.287174,1.257731,1.205251,1.12871,1.040517,0.965546,0.916828,0.88405,0.853246,0.820283,0.785897,0.749474,0.707172,0.65732,0.604811,0.555164,0.511839,0.473691,0.433302,0.393698,0.372104,0.373531,0.38224,0.3772,0.34501,0.292441,0.239623,0.198816,0.171184,0.148264,0.125057,0.110758,0.107114,0.1072,0.10655,0.101337,0.105422,COPD
-486.185394,57.027527,47.97628,37.518967,29.187803,24.100925,21.226334,18.998158,16.703335,14.577407,13.084263,12.283422,11.869287,11.4844,10.923443,10.079005,8.946548,7.676303,6.588927,5.937749,5.657405,5.338331,4.609841,3.519899,2.553574,2.180299,2.440623,2.91863,3.156309,3.027925,2.772853,2.653519,2.692752,2.704617,2.555631,2.28103,2.020303,1.86527,1.82732,1.870425,1.979094,2.138855,2.299762,2.366543,2.294168,2.143723,2.043049,2.057105,2.136486,2.163056,2.070072,1.896447,1.747627,1.683221,1.674468,1.648319,1.570893,1.463886,1.372202,1.313818,1.274362,1.232884,1.191848,1.160346,1.128598,1.073905,0.996141,0.921489,0.873591,0.848463,0.820989,0.770742,0.705605,0.656972,0.642641,0.64204,0.617468,0.557437,0.484303,0.428749,0.400314,0.384442,0.357064,0.311577,0.264134,0.236612,0.229697,0.226288,0.209257,0.180267,0.152648,0.137861,0.131409,0.125449,0.121316,0.129569,0.146492,0.154051,0.140297,0.123979,COPD
